name,size,price,currency
Kronenbourg,50cl,6.00,EUR
Kronenbourg,25cl,3.50,EUR
Proper Job IPA,50cl,7.00,EUR
Proper Job IPA,25cl,4.00,EUR
Grimbergen Blanche,50cl,7.00,EUR
Grimbergen Blanche,25cl,4.00,EUR
Guinness,50cl,7.50,EUR
Guinness,25cl,4.20,EUR
Magners Cidre,50cl,7.00,EUR
Magners Cidre,25cl,4.00,EUR
Heineken,,4.50,EUR
Chouffe,,5.50,EUR
Duvel,,5.50,EUR
Liefmans,,5.50,EUR
Desperados,,5.50,EUR
La Mordue,,5.50,EUR
San Miguel,,5.50,EUR
Bombardier,,6.50,EUR
Leffe Blond,,5.50,EUR
